irn,DarGlobalUniqueIdentifier,AdmDateInserted,AdmDateModified,DarImageURL,DarIndividualCount,DarBasisOfRecord,DarLatitude,DarLongitude,DarCountry,DarContinent,DarContinentOcean,DarWaterBody,DarCollectionCode,DarEarliestAge,DarEarliestEon,DarEarliestEpoch,DarEarliestEra,DarEarliestPeriod,AttPeriod_tab,DesEthnicGroupSubgroup_tab,DesMaterials_tab,DarOrder,DarScientificName,ClaRank,ComName_tab,DarRelatedInformation,CatProject_tab,DarYearCollected,DarMonthCollected,EcbNameOfObject,CatLegalStatus,DarCatalogNumber,DarCollector,RecordType,TaxIDRank
211990,94f024d0-42fc-46dd-abc4-7a3b5cd3ea2a,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/369/504/30363.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Elaterium torquatum DC.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,M. Sessé & J. M. Mociño,Catalog,Species
211991,b51737ff-2fca-4ba1-922a-0242e0afb246,2004-11-14,2015-03-06,,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Elaterium trianaei Cogn.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,J. J. Triana,Catalog,Species
211992,c4061ca0-a0e1-47b2-b2b9-a90ae9164620,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/35/103/9055.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Elaterium trilobatum Schltdl.,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,C. J. W. Schiede,Catalog,Species
211993,a7c3d069-bcca-4f21-b629-e01e259ddc66,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/35/294/9293.jpg,,Specimen,-10.8339,-52.8731,BRAZIL,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Abutilon sellovianum Regel,Species,,Berlin Negatives,Berlin Negatives,NA,NA,,NA,NA,F. Sellow,Catalog,Species
211994,2f9a5f2e-fcbf-4711-a7e7-350bcaa43855,2004-11-14,2016-01-07,http://fm-digital-assets.fieldmuseum.org/277/624/31302.jpg|http://fm-digital-assets.fieldmuseum.org/1257/127/31302.jpg,,Specimen,3.8811,-72.8667,COLOMBIA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Alternanthera lanceolata (Benth.) Schinz,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,K. T. Hartweg,Catalog,Species
211995,a5c33b7c-28ce-4f04-b6fd-d9859bef381c,2004-11-14,2015-10-08,http://fm-digital-assets.fieldmuseum.org/1212/848/33770.jpg,,Specimen,23,-102,MEXICO,North America,North America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Electra mexicana DC.,Species,,Negatives/Types,Negatives/Types,1829,NA,,NA,NA,J. Mendez & L. Alaman,Catalog,Species
211996,58e5fb7c-4702-4608-a365-cb0271407fa6,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/21/683/254.jpg,,Specimen,3.8558,-52.9708,FRENCH GUIANA,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Eleocharis acicularis var. lindheimeri C. B. Clarke,Variety,,Berlin Negatives,Berlin Negatives,1844,NA,,NA,NA,J. B. C. F. Aublet,Catalog,Species
211997,3f897646-d5a6-4007-8601-379f33ab2bdc,2004-11-14,2015-03-06,http://fm-digital-assets.fieldmuseum.org/21/682/253.jpg,,Specimen,-9.1839,-74.14,PERU,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Eleocharis articulata Lindl. & Nees ex Nees,Species,,Berlin Negatives,Berlin Negatives,1855,NA,,NA,NA,R. Spruce,Catalog,Species
211998,ad8ece55-51a2-4ba9-9822-e8183e64a0b3,2004-11-14,2016-01-07,http://fm-digital-assets.fieldmuseum.org/1256/950/31245.jpg,,Specimen,-35.8156,-70.8906,CHILE,South America,South America,NA,Botany,NA,NA,NA,NA,NA,NA,NA,NA,,Eleocharis atacamensis Phil.,Species,,Negatives/Types,Negatives/Types,NA,NA,,NA,NA,R. A. Philippi,Catalog,Species
531129,a1d0e00d-5e79-4dbd-8c71-8b8d8182e80c,1993-09-16,2016-11-09,,10,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1972,10,NA,NA,253943,L. Hubricht,Catalog,Species
531130,477743ec-c74a-4ed2-8315-b109b674a06d,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1973,9,NA,NA,253944,L. Hubricht,Catalog,Species
531131,97868e0d-f017-4e04-b96e-f94842e6d2d2,1993-09-16,2016-11-09,,9,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1970,5,NA,NA,253945,L. Hubricht,Catalog,Species
531132,748a04f3-fea0-4a26-8540-e30a09672196,1993-09-16,2016-11-09,,2,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1976,9,NA,NA,253946,L. Hubricht,Catalog,Species
531133,ca1e1dda-5539-4cd6-9af3-ea0767403dc1,1993-09-16,2016-11-09,,30,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1981,7,NA,NA,253947,L. Hubricht,Catalog,Species
531134,db822f41-6252-45d7-ac9a-8e542669e150,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1972,10,NA,NA,253948,L. Hubricht,Catalog,Species
531135,e896b9e6-47d9-4810-8ba3-1c8b6f916236,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1977,7,NA,NA,253949,L. Hubricht,Catalog,Species
531136,5b37355f-d3c3-4443-8b91-20efcf091a18,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1970,5,NA,NA,253950,L. Hubricht,Catalog,Species
531137,3dd018e6-67d7-483b-b588-c3c852ff4c00,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1971,10,NA,NA,253951,L. Hubricht,Catalog,Species
531138,206a1cde-9526-4ec8-b797-6c6efe6fc3ef,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1972,6,NA,NA,253952,D. Lewis,Catalog,Species
531139,fc10b771-427a-4da8-bdc9-95a1f042a5a3,1993-09-16,2016-11-09,,1,Lot,NA,NA,U.S.A.,North America,North America,,Invertebrate Zoology,NA,NA,NA,NA,NA,NA,NA,NA,Stylommatophora,"Drymaeus multilineatus (Say, 1825)",Species,,,,1973,9,NA,NA,253953,L. Hubricht,Catalog,Species
2649816,d7016dfb-8b4f-40d4-a7de-636444ca5cfa,2008-12-09,2016-12-16,,,Specimen,NA,NA,USA,North America,North America,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Carnivora,Vulpes vulpes alascensis,Subspecies,,,,1990,NA,NA,NA,151048,Prep Lab Catalogue,Catalog,Species
2649817,63d26297-7e37-4499-824a-f4a72192e96d,2008-12-09,2016-03-17,,,Specimen,62.9652778,-154.8780556,USA,North America,North America,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Carnivora,Martes americana actuosa,Subspecies,,,,NA,NA,NA,NA,151049,Prep Lab Catalogue,Catalog,Species
2649818,83c27dcf-6982-4b8e-aaae-f07adec21e66,2008-12-09,2016-12-16,,,Specimen,68,-153,USA,North America,North America,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Carnivora,Vulpes lagopus lagopus,Subspecies,,,,NA,NA,NA,NA,151050,Prep Lab Catalogue,Catalog,Species
2649819,4d745629-c08b-4bbe-9508-377a8114b57a,2008-12-09,2016-03-17,,,Specimen,17.25,-88.5,Belize,North America,North America,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Didelphimorphia,Chironectes minimus,Species,,,,1988,NA,NA,NA,151051,Prep Lab Catalogue,Catalog,Species
2649820,4d8411b7-b83e-4b7f-9330-b0a202d2e9f3,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura elgonius,Species,,,,1993,8,NA,NA,151052,W. T. Stanley,Catalog,Species
2649821,e68c0d94-90b9-42b9-9be7-76ac11ad4c8c,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151053,S. M. Goodman,Catalog,Species
2649822,09402610-d763-4948-a0f5-42e08c4c9f5a,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151054,S. M. Goodman,Catalog,Species
2649823,c412e3aa-867e-476d-b65c-3e3fb4875e22,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151055,S. M. Goodman,Catalog,Species
2649824,e6473962-cb0c-4f4a-b0f8-265d5255bee5,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151056,S. M. Goodman,Catalog,Species
2649825,d1d02f05-cea4-4e52-8ba9-057c4994c9f8,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151057,S. M. Goodman,Catalog,Species
2649826,5fa0947d-afae-4d90-be3a-4ee8bfa4bc6d,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151058,S. M. Goodman,Catalog,Species
2649827,2dbfd47b-c0e0-4278-9833-aeb981ca704f,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151059,S. M. Goodman,Catalog,Species
2649828,ffec34f4-32b5-4040-b977-5d4f64d9550b,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151060,S. M. Goodman,Catalog,Species
2649829,e63a25e8-c4e1-419f-9687-156fdca6af83,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151061,S. M. Goodman,Catalog,Species
2649830,2d83a6e6-51b8-464c-98e4-93bc0f14fdd5,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151062,S. M. Goodman,Catalog,Species
2649831,f9bd8220-0a8c-4720-b7f0-9ca0da4b12d6,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151063,S. M. Goodman,Catalog,Species
2649832,b9c80f23-c87b-4fe8-af6d-06344e57e7a7,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151064,W. T. Stanley,Catalog,Species
2649833,72f0f582-c9a0-48c2-a5d5-4dc0911bea86,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151065,W. T. Stanley,Catalog,Species
2649834,2af6a0ca-4952-44b0-b510-319c59078518,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151066,W. T. Stanley,Catalog,Species
2649835,de42bcea-9b29-49f8-a07c-2774a784944d,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151067,W. T. Stanley,Catalog,Species
2649836,b83537f0-6be5-450a-ae37-2b1a38e2c095,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151068,W. T. Stanley,Catalog,Species
2649837,ab97e045-99ed-4511-9421-27d02d974a34,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151069,W. T. Stanley,Catalog,Species
2649838,1cc76328-99e5-44b9-929e-30045e5dbf8e,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151070,W. T. Stanley,Catalog,Species
2649839,7a645302-8be4-4872-b150-ed6cf439f8aa,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151071,W. T. Stanley,Catalog,Species
2649840,6a7460fb-ac1d-470a-8e56-f7f15a98b052,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151072,W. T. Stanley,Catalog,Species
2649841,7f279a78-02cc-435e-8682-e7fb26167fb7,2008-12-09,2016-03-17,http://fm-digital-assets.fieldmuseum.org/723/221/151073_Braincase_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/222/151073_DLowerJaw_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/223/151073_Dorsal_RB01_MZ.jpg|http://fm-digital-assets,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151073,W. T. Stanley,Catalog,Species
2649842,3f55e1ca-b154-4bd3-96a4-73efc22941d6,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151074,W. T. Stanley,Catalog,Species
2649843,fbece749-a6d7-49e2-b727-c92928ec406f,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,8,NA,NA,151075,W. T. Stanley,Catalog,Species
2649844,9f77164f-9dfb-4d64-a278-8360cde027bf,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151076,S. M. Goodman,Catalog,Species
2649845,0bb4f55d-2468-4925-8a05-cfb1a3e6eb73,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151077,S. M. Goodman,Catalog,Species
2649846,2318ee91-9d81-4f1f-b99b-851548ea813f,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151078,S. M. Goodman,Catalog,Species
2649847,9c5a3bf6-9fc2-4689-b6f1-88ca394d4333,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151079,S. M. Goodman,Catalog,Species
2649848,05fa357f-33ec-4c94-8a7c-957f545a071c,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151080,S. M. Goodman,Catalog,Species
2649849,47abf3c6-3901-48b2-9cee-34596e0cda0c,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151081,S. M. Goodman,Catalog,Species
2649850,8348681a-3642-4f90-957d-4802359487b6,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151082,S. M. Goodman,Catalog,Species
2649851,7e86567d-7461-40e5-a653-4fe59234ba3b,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151083,W. T. Stanley,Catalog,Species
2649852,c039bfbf-3cf0-46ca-9157-38ef17b899d1,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151084,W. T. Stanley,Catalog,Species
2649853,78c13909-3a9e-40ec-96f4-318ca122a8ca,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151085,W. T. Stanley,Catalog,Species
2649854,837526de-842f-4e05-a7d2-9f0d4258f215,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151086,W. T. Stanley,Catalog,Species
2649855,b9a1508e-c190-42ed-bdd8-8d3dc6cc0647,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151087,W. T. Stanley,Catalog,Species
2649856,dea44b72-2277-4b1c-916d-8fcb84474bbc,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151088,W. T. Stanley,Catalog,Species
2649857,8547f765-6d15-415c-994d-70fc64a6f46f,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151089,W. T. Stanley,Catalog,Species
2649858,277896e1-c69f-4a7d-8e5f-5e29d1e21ccf,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151090,W. T. Stanley,Catalog,Species
2649859,fae46666-1936-4dd8-ab4b-a9b5f6a59d16,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151091,W. T. Stanley,Catalog,Species
2649860,79391c32-1ccb-4676-a235-4a24b10de1ca,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151092,W. T. Stanley,Catalog,Species
2649861,613cb7ad-3ca2-41b8-9c2a-78a38370aee9,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151093,W. T. Stanley,Catalog,Species
2649862,78bdda7e-0c54-4502-89ca-d00ab8330891,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151094,W. T. Stanley,Catalog,Species
2649863,89addad7-d8aa-44e7-87bd-815ac298487d,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151095,W. T. Stanley,Catalog,Species
2649864,1abbc786-0beb-4623-85f9-77073792d842,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151096,W. T. Stanley,Catalog,Species
2649865,cc4d1564-35c2-45fd-81ea-330fae0b9b49,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151097,W. T. Stanley,Catalog,Species
2649866,823c4f52-8c4a-4998-a4a4-fb7359be3d25,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hildegardeae,Species,,,,1993,7,NA,NA,151098,W. T. Stanley,Catalog,Species
2649867,89cfa7c3-22f4-4a2d-a01b-4f582835dd5f,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151099,W. T. Stanley,Catalog,Species
2649868,647b20df-309e-43e8-8502-8736b072ea45,2008-12-09,2016-03-17,,,Specimen,-4.27,38.03,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura hirta,Species,,,,1993,8,NA,NA,151100,W. T. Stanley,Catalog,Species
2649869,9ec46960-0fd0-45bc-bfbb-131eb8c9b1d4,2008-12-09,2016-03-17,http://fm-digital-assets.fieldmuseum.org/723/234/151101_Braincase_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/235/151101_DLowerJaw_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/236/151101_Dorsal_RB01_MZ.jpg|http://fm-digital-assets,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura olivieri martiensseni,Subspecies,,,,1993,8,NA,NA,151101,S. M. Goodman,Catalog,Species
2649870,e836354e-bb1f-4863-a094-190c7224cbbd,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura olivieri martiensseni,Subspecies,,,,1993,7,NA,NA,151102,S. M. Goodman,Catalog,Species
2649871,8c2741f0-796c-43bf-b773-74f55c7b89cd,2008-12-09,2016-03-17,http://fm-digital-assets.fieldmuseum.org/721/023/151103_FullLateral_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/721/022/151103_Dorsal_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/721/024/151103_Ventral_RB01_MZ.jpg|http://fm-digital-assets,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura olivieri martiensseni,Subspecies,,,,1993,7,NA,NA,151103,W. T. Stanley,Catalog,Species
2649872,de33511e-dbf8-4367-a266-62c6519e4389,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura olivieri martiensseni,Subspecies,,,,1993,7,NA,NA,151104,W. T. Stanley,Catalog,Species
2649873,d51711a6-7a5c-47ca-921b-a2640fb9d662,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura olivieri martiensseni,Subspecies,,,,1993,7,NA,NA,151105,W. T. Stanley,Catalog,Species
